ticker,date,ev,evebit,evebitda,marketcap,pb,pe,ps
GILD,2/16/2024,108468.7,13.2,10.1,89191.7,4,15.2,3.3
GILT,2/16/2024,260.9,8.3,5.9,357.6,1.3,25.5,1.4
GIPR,2/16/2024,73.6,-28.6,-107.1,9,1.5,-1.8,1.5
GIS,2/16/2024,48458.7,14.1,12.2,36401.8,3.9,14.9,1.8
GKOS,2/16/2024,4789.3,-41.8,-62.2,4520.3,9.5,-34.9,14.9
GL,2/16/2024,13975.3,11.5,11.5,11814.7,2.6,13,2.2
GLAC,2/16/2024,91.1,-1247.9,-1247.9,91.1,-628.3,-1247.9,
GLAD,2/16/2024,782.8,10,10,446,1.1,7.8,4.9
GLBE,2/16/2024,6605.2,-44.3,-52.7,6729.5,7.4,-48,12.8
GLBS,2/16/2024,20.7,3.6,1.3,45.5,0.3,26.1,1.4
GLBZ,2/16/2024,28.8,12.2,9.1,18.3,1.4,8.7,1.3
GLDG,2/16/2024,124.8,-7.7,-7.7,140,1.5,-6.9,
GLLI,2/16/2024,89.9,37.4,37.4,88.7,-13.8,50.9,
GLMD,2/16/2024,-0.1,0,0,1.5,0.1,-0.2,
GLNG,2/16/2024,2454.9,3,2.8,2278.5,-0.9,2.9,8.5
GLOB,2/16/2024,9843.7,44.4,31.1,9628.3,5.6,60.7,4.6
GLP,2/16/2024,2843.6,11.7,8.1,1609.3,2.1,12.2,0.1
GLPG,2/16/2024,2458.1,-10.7,-10.7,2611,0.9,-11.3,4.9
GLPI,2/16/2024,18483,17.8,14.1,12066.4,3,16.8,8.6
GLRE,2/16/2024,-170.3,-1.6,-1.6,418.7,0.7,4,0.6
GLSI,2/16/2024,135.3,-15.1,-15.1,144.4,16.3,-16.2,
GLST,2/16/2024,85.1,38.2,38.2,85.9,-25.8,59.2,
GLT,2/16/2024,901.3,-24.9,32.9,98.7,0.4,-0.9,0.1
GLTO,2/16/2024,-4,0.1,0.1,19,0.5,-0.4,
GLUE,2/16/2024,285.8,-2.2,-2.3,298.5,1.6,-2.2,
GLW,2/16/2024,32981.4,30.6,13.5,27234.4,2.4,46.9,2.2
GLYC,2/16/2024,158.9,-4.2,-4.3,207.3,4.5,-5.4,
GM,2/16/2024,147564.6,12.7,6.3,44676.6,0.7,4.5,0.3
GMAB,2/16/2024,16918,16.5,40.1,18970,4.1,29.9,7.9
GMBL,2/16/2024,0.2,0,0,0.5,1.2,0,0
GMDA,2/16/2024,78.8,-1,-1,54,141.4,-0.7,80.2
GME,2/16/2024,4019.1,-121.8,213.8,4313.9,3.4,-526.1,0.8
GMED,2/16/2024,7659.4,43.9,28.9,7416,1.8,47,6
GMFI,2/16/2024,69.9,85.2,85.2,69.8,-14.5,187.1,
GMGI,2/16/2024,92.1,-193.1,23025,109.1,3.5,-93,2.5
GMM,2/16/2024,60.8,7.8,7.2,67.9,3.2,10.4,2.5
GMRE,2/16/2024,1238.1,23,13,628.1,1,39.3,4.3
GMS,2/16/2024,4712.4,9.8,7.7,3521.5,2.6,11.4,0.7
GNE,2/16/2024,358.6,4.6,4.6,502,2.3,8.4,1.2
GNFT,2/16/2024,152.2,-5,-5.3,190.9,2.4,-5.3,6
GNK,2/16/2024,846.5,44.1,9.8,753.8,0.8,69.4,1.9
GNL,2/16/2024,6788.9,-157.8,57.3,1856.5,0.7,-9.4,4.6
GNLN,2/16/2024,4,0,0,1.1,0.1,0,0
GNLX,2/16/2024,181.2,-7.4,-7.6,209.7,8.7,-8.4,881.1
GNPX,2/16/2024,-5.2,0.2,0.2,6.5,0.5,-0.2,
GNRC,2/16/2024,8775.3,26,17.5,7204.7,3,38.1,1.8
GNS,2/16/2024,29.3,-0.5,-0.5,13.1,-133.7,-0.2,0.6
GNSS,2/16/2024,85.3,-5.8,-7.6,85,2.1,-3.9,2.1
GNTA,2/16/2024,67.6,-4.9,-4.9,80.5,3.1,-5.8,
GNTX,2/16/2024,7931.2,17.1,14.2,8191.8,3.6,20.6,3.7
GNTY,2/16/2024,468.4,11.8,10.5,354.5,1.2,11,2.9
GNW,2/16/2024,2373.7,3.4,3.4,2764.7,0.3,6.9,0.4
GO,2/16/2024,3788.9,30.2,18.2,2570.1,2.1,31.6,0.7
GOCO,2/16/2024,823.7,-15.2,15.2,306.5,1.3,-2.5,0.6
GODN,2/16/2024,94,-15666.7,-15666.7,94,-46.9,-15666.7,
GOEV,2/16/2024,241.2,-0.7,-0.7,102.4,0.6,-0.3,197.3
GOGL,2/16/2024,3640.9,16.8,10.4,2199.9,1.2,17.9,2.5
GOGO,2/16/2024,1814.6,12.7,11.5,1254.9,37.4,7.9,3.1
GOLD,2/16/2024,26297.1,11.4,6.1,25719.1,1.1,20.2,2.3
GOLF,2/16/2024,4915,15.6,13.5,4379,4.7,19.4,1.8
GOOD,2/16/2024,1239.5,31.8,12.5,507.4,2.9,-45.7,3.4
GOOGL,2/16/2024,1748750.2,20.3,17.8,1747085.2,6.2,23.7,5.7
GOOS,2/16/2024,1748.1,18.2,9.4,1310.3,4.4,34.9,1.4
GORO,2/16/2024,16.7,-0.8,2.9,23.4,0.2,-1.4,0.2
GORV,2/16/2024,560.9,22.2,12.9,61.7,0.2,-7.3,0.1
GOSS,2/16/2024,373.4,-2.1,-2.2,243.4,2.3,-1.3,
GOTU,2/16/2024,1178.2,49.1,122.3,1285.1,2.8,50,3.2
GOVX,2/16/2024,-8.5,0.4,0.4,4.2,0.5,-0.2,
GP,2/16/2024,68.4,-4.9,-5.6,56.4,3.1,-3.6,1.1
GPAC,2/16/2024,128.5,20.5,20.5,125.9,-8.8,20.1,
GPAK,2/16/2024,8.6,-27.6,-27.6,8.4,-103.7,-26.9,
GPC,2/16/2024,23620.6,13.7,11.4,20038.3,4.8,16,0.9
GPCR,2/16/2024,2077.7,-27.1,-27.4,2124.5,11,-27.6,
GPI,2/16/2024,7518.8,7.8,7.1,3681.5,1.4,6.1,0.2
GPK,2/16/2024,12987.3,11.3,7.4,7550.3,3,11.1,0.8
GPMT,2/16/2024,2157.7,-38.6,-38.6,242.9,0.3,-3.4,-17.4
GPN,2/16/2024,49824.2,26.9,13.5,34619,1.5,35.1,3.6
GPOR,2/16/2024,3260.4,2.2,1.8,2502,1.3,1.5,1.1
GPRE,2/16/2024,1778.4,-29,48.1,1480.7,1.8,-15.9,0.4
GPRK,2/16/2024,903.9,3,2.1,484.3,3.1,3.5,0.6
GPRO,2/16/2024,261.3,-4.1,-4.9,355.3,0.6,-6.7,0.4
GPS,2/16/2024,11524.7,29.9,12.6,7327.7,3,166.5,0.5
GRAB,2/16/2024,11569.4,-16.4,-20.8,13809.4,2.2,-16.1,6.3
GRBK,2/16/2024,2580.2,7.4,7.4,2471.3,2,9.3,1.4
GRC,2/16/2024,1378.2,18,13.2,986.2,2.8,34.7,1.5
GRCL,2/16/2024,548.4,-6.7,-7.5,690.8,4.4,-8.3,
GRDI,2/16/2024,198,-3.4,-4.3,135.8,-1.1,-1.7,5
GREE,2/16/2024,108.5,-0.7,-0.8,29.7,-0.5,-0.2,0.7
GRFS,2/16/2024,16919.5,19.6,12.9,5823.6,0.9,25.7,0.9
GRFX,2/16/2024,51.9,-13.5,12.9,20.5,0.4,-1.9,0.5
GRI,2/16/2024,-3,0.3,0.3,0.5,0.2,0,
GRIN,2/16/2024,279.4,36.3,4,181.9,0.7,-15.4,0.5
GRMN,2/16/2024,22068.9,19.2,16.7,23380.7,3.7,22.5,4.6
GRND,2/16/2024,1805.5,37.2,21.9,1490.8,61.7,-256.6,6.2
GRNQ,2/16/2024,9.3,3.4,3.1,11.7,1,4.3,3.6
GRNT,2/16/2024,899.5,4.3,2.4,820.6,1.3,4.7,1.6
GROM,2/16/2024,0.2,0,0,1.6,0.1,-0.1,0.3
GROV,2/16/2024,60.7,-1.9,-2.3,65.2,4.6,-1.4,0.2
GROW,2/16/2024,8.5,2,2.1,36.9,0.7,11.4,2.9
GROY,2/16/2024,263.4,-28.5,-31.9,249.3,0.5,-26,95.4
GRP.U,2/16/2024,5692.7,429.7,53.7,3532,0.9,-230.4,9.4
GRPH,2/16/2024,44.7,-0.4,-0.4,176.3,0.9,-1.4,
GRPN,2/16/2024,770.2,-8.8,-23.5,580.4,-11.7,-4.2,1.1
GRRR,2/16/2024,68.3,-0.8,-0.8,61.6,1.3,-0.7,4.1
GRTS,2/16/2024,270.4,-2,-2.3,205.9,2.8,-1.5,20.1
GRTX,2/16/2024,-12.9,0.2,0.2,10.2,-0.1,-0.1,
GRVY,2/16/2024,302.8,2.1,3.3,459.6,1.4,4.2,0.8
GRWG,2/16/2024,154.9,-4.6,-8.9,141.6,0.7,-4.1,0.6
GRYP,2/16/2024,9.4,-0.3,-0.3,1,-0.1,0,0.5
GS,2/16/2024,669980.7,66.9,45.2,125370.7,1.1,17.4,2.8
GSAT,2/16/2024,3515.7,-493.6,43.8,3211,8.4,-132.4,15.1
GSBC,2/16/2024,677.7,7.1,6.4,607.2,1.1,7.9,2.6
GSBD,2/16/2024,3482.3,13.2,13.2,1680.7,1.1,11.3,3.8
GSHD,2/16/2024,3585.7,154.5,142.3,3475.6,74.6,315.4,13.6
GSIT,2/16/2024,43.4,-2.2,-2.4,64.2,1.6,-3.3,2.9
GSIW,2/16/2024,207.7,-998.6,-1648.4,213.9,109.9,-1033.3,65.6
GSK,2/16/2024,104145.4,12.7,8.8,85054.3,5,13.6,2.2
GSL,2/16/2024,1403.8,3.9,3.3,716,0.6,2.4,1.1
GSM,2/16/2024,1152,5.7,4.2,999.5,1.2,10,0.6
GSUN,2/16/2024,17.5,-3.3,-3.6,19.3,4.4,-3.3,3.1
GT,2/16/2024,11242.5,-77.5,13.1,3495.5,0.7,-5.1,0.2
GTAC,2/16/2024,77.1,12.1,12.1,77.2,-17.4,12.1,
GTBP,2/16/2024,3.3,-0.3,-0.3,5.9,0.6,-0.6,
GTE,2/16/2024,687.6,3.8,1.7,175.4,0.4,9.1,0.3
GTEC,2/16/2024,65,21.3,11.3,49.8,0.7,25.3,0.6
GTES,2/16/2024,5356.3,12.6,8.3,3514.8,1.1,15.1,1
GTH,2/16/2024,113.7,-1.1,-1.1,116.3,1.5,-1,1.2
GTHX,2/16/2024,126.4,-2.2,-2.2,123.4,2.9,-1.7,1.6
GTIM,2/16/2024,71.8,1595.6,18.8,27,0.9,2.5,0.2
GTLB,2/16/2024,11072.4,-67.6,-70.7,11357.7,20.8,-26.6,21.1
GTLS,2/16/2024,9631.7,56.2,27.2,5648.2,2.2,-87.2,2
GTN,2/16/2024,7039.2,11.8,7.5,793.2,0.4,11.8,0.2
GTX,2/16/2024,3653.4,7.2,6.1,2263.4,-3.1,-44.4,0.6
GTY,2/16/2024,2230.9,24.3,16.3,1463.4,1.5,24.3,7.9
GURE,2/16/2024,-80.1,18.9,-3.7,14.8,0.1,-2.6,0.4
GUTS,2/16/2024,393,-8.3,-8.4,382.3,-1.2,-6,
GV,2/16/2024,57.5,-41.6,4423.1,7.8,0.6,-2.2,0.9
GVA,2/16/2024,2385.4,32.4,14.9,2230.1,2.3,95.7,0.7
GVH,2/16/2024,15.2,12,11.5,15.6,31.1,14.5,0.8
GVP,2/16/2024,5.4,-0.9,-1.1,5.1,0.9,-0.6,0.1
GWAV,2/16/2024,49,-2.2,-3.6,13,-42.2,-0.4,0.4
GWH,2/16/2024,126.5,-1.4,-1.5,162.1,1.4,-1.9,34.1
GWRE,2/16/2024,9899.1,-122.9,-171,9762,8.1,-140.2,10.6
GWRS,2/16/2024,403.5,27.3,15.3,302.1,6.2,39.4,5.8
GWW,2/16/2024,48574.6,19.4,17.8,46447.6,15,25.5,2.9
GXAI,2/16/2024,7.7,-2.2,-2.2,8.5,2,-2.4,
GXO,2/16/2024,10198.9,32.4,15.1,6580.9,2.3,28.7,0.7
